lemma	gender	article	opposite_gender_word	source	notes
execución	f	la		doozan/es-en.data	wiktionary-gender
execuátur	m	el		doozan/es-en.data	wiktionary-gender
exedificio	m	el		doozan/es-en.data	wiktionary-gender
exedil	m	el		doozan/es-en.data	wiktionary-gender
exeditor	m	el		doozan/es-en.data	meta-f=+
exefemelenista	mf	el/la		doozan/es-en.data	wiktionary-gender
exegesis	f	la		doozan/es-en.data	wiktionary-gender
exegetista	mf	el/la		doozan/es-en.data	wiktionary-gender
exejecutivo	m	el	exejecutiva	doozan/es-en.data	meta-f=+
exembajador	m	el		doozan/es-en.data	meta-f=+
exemestano	m	el		doozan/es-en.data	wiktionary-gender
exemperador	m	el		doozan/es-en.data	wiktionary-gender
exempleado	m	el	exempleada	doozan/es-en.data	meta-f=+
exempleador	m	el		doozan/es-en.data	meta-f=+
exemplo	m	el		doozan/es-en.data	wiktionary-gender
exempresa	f	la		doozan/es-en.data	wiktionary-gender
exempresario	m	el	exempresaria	doozan/es-en.data	meta-f=+
exencargado	m	el		doozan/es-en.data	wiktionary-gender
exención	f	la		doozan/es-en.data	wiktionary-gender
exenemigo	m	el	exenemiga	doozan/es-en.data	meta-f=+
exenfermera	f	la		doozan/es-en.data	wiktionary-gender
exentrenador	m	el		doozan/es-en.data	meta-f=+
exentrenadora	f	la		doozan/es-en.data	wiktionary-gender
exequatur	m	el		doozan/es-en.data	wiktionary-gender
exequias	f	la		doozan/es-en.data	wiktionary-gender
exequipo	m	el		doozan/es-en.data	wiktionary-gender
exequátur	m	el		doozan/es-en.data	wiktionary-gender
exercicio	m	el		doozan/es-en.data	wiktionary-gender
exergía	f	la		doozan/es-en.data	wiktionary-gender
exes	m	el		doozan/es-en.data	wiktionary-gender
exesclavo	m	el		doozan/es-en.data	wiktionary-gender
exescritor	m	el		doozan/es-en.data	wiktionary-gender
exescuela	f	la		doozan/es-en.data	wiktionary-gender
exesposa	f	la	exesposo	doozan/es-en.data	meta-m=+
exesposo	m	el	exesposa	doozan/es-en.data	meta-f=+
exespía	mf	el/la		doozan/es-en.data	wiktionary-gender
exestación	f	la		doozan/es-en.data	wiktionary-gender
exesteliano	m	el	exesteliana	doozan/es-en.data	meta-f=+
exestratega	mf	el/la		doozan/es-en.data	wiktionary-gender
exestrella	mf	el/la		doozan/es-en.data	wiktionary-gender
exestudiante	mf	el/la		doozan/es-en.data	wiktionary-gender
exetarra	mf	el/la		doozan/es-en.data	wiktionary-gender
exeurodiputado	m	el	exeurodiputada	doozan/es-en.data	meta-f=+
exfigura	f	la		doozan/es-en.data	wiktionary-gender
exfilial	f	la		doozan/es-en.data	wiktionary-gender
exfiltración	f	la		doozan/es-en.data	wiktionary-gender
exfiscal	mf	el/la		doozan/es-en.data	wiktionary-gender
exfoliación	f	la		doozan/es-en.data	wiktionary-gender
exfoliante	m	el		doozan/es-en.data	wiktionary-gender
exfonavista	mf	el/la		doozan/es-en.data	wiktionary-gender
exfotógrafo	m	el		doozan/es-en.data	wiktionary-gender
exfrentista	mf	el/la		doozan/es-en.data	wiktionary-gender
exfumador	m	el		doozan/es-en.data	meta-f=+
exfuncionario	m	el	exfuncionaria	doozan/es-en.data	meta-f=+
exfundador	m	el		doozan/es-en.data	wiktionary-gender
exfutbolista	mf	el/la		doozan/es-en.data	wiktionary-gender
exfábrica	f	la		doozan/es-en.data	wiktionary-gender
exgalán	m	el		doozan/es-en.data	wiktionary-gender
exgay	mf	el/la		doozan/es-en.data	wiktionary-gender
exgeneral	m	el		doozan/es-en.data	wiktionary-gender
exgerente	mf	el/la		doozan/es-en.data	wiktionary-gender
exgimnasta	mf	el/la		doozan/es-en.data	wiktionary-gender
exgobernador	m	el		doozan/es-en.data	meta-f=+
exgobernante	m	el		doozan/es-en.data	wiktionary-gender
exgoleador	m	el		doozan/es-en.data	wiktionary-gender
exgolero	m	el		doozan/es-en.data	wiktionary-gender
exgrupo	m	el		doozan/es-en.data	wiktionary-gender
exguardaespaldas	m	el		doozan/es-en.data	wiktionary-gender
exguardameta	mf	el/la		doozan/es-en.data	wiktionary-gender
exguardia	mf	el/la		doozan/es-en.data	wiktionary-gender
exguerrero	m	el		doozan/es-en.data	wiktionary-gender
exguerrilla	f	la		doozan/es-en.data	wiktionary-gender
exguerrillero	m	el	exguerrillera	doozan/es-en.data	meta-f=+
exguitarrista	mf	el/la		doozan/es-en.data	wiktionary-gender
exhacienda	f	la		doozan/es-en.data	wiktionary-gender
exhalación	f	la		doozan/es-en.data	wiktionary-gender
exhaustividad	f	la		doozan/es-en.data	wiktionary-gender
exhibicionismo	m	el		doozan/es-en.data	wiktionary-gender
exhibicionista	mf	el/la		doozan/es-en.data	wiktionary-gender
exhibición	f	la		doozan/es-en.data	wiktionary-gender
exhibidor	m	el		doozan/es-en.data	meta-f=+
exhombre	m	el		doozan/es-en.data	wiktionary-gender
exhortación	f	la		doozan/es-en.data	wiktionary-gender
exhorto	m	el		doozan/es-en.data	wiktionary-gender
exhumación	f	la		doozan/es-en.data	wiktionary-gender
exida	f	la		doozan/es-en.data	wiktionary-gender
exido	m	el		doozan/es-en.data	wiktionary-gender
exigencia	f	la		doozan/es-en.data	wiktionary-gender
exigibilidad	f	la		doozan/es-en.data	wiktionary-gender
exigüidad	f	la		doozan/es-en.data	wiktionary-gender
exilado	m	el	exilada	doozan/es-en.data	meta-f=+
exilarca	m	el		doozan/es-en.data	wiktionary-gender
exilio	m	el		doozan/es-en.data	wiktionary-gender
eximición	f	la		doozan/es-en.data	wiktionary-gender
exina	f	la		doozan/es-en.data	wiktionary-gender
exingeniero	m	el		doozan/es-en.data	wiktionary-gender
exinspector	m	el		doozan/es-en.data	wiktionary-gender
exinstructor	m	el		doozan/es-en.data	wiktionary-gender
exintegrante	m	el		doozan/es-en.data	wiktionary-gender
exintendente	mf	el/la		doozan/es-en.data	wiktionary-gender
exinternacional	mf	el/la		doozan/es-en.data	wiktionary-gender
exintérprete	mf	el/la		doozan/es-en.data	wiktionary-gender
exinvestigador	m	el		doozan/es-en.data	wiktionary-gender
existencia	f	la		doozan/es-en.data	wiktionary-gender
existencialismo	m	el		doozan/es-en.data	wiktionary-gender
existencialista	mf	el/la		doozan/es-en.data	wiktionary-gender
exitazo	m	el		doozan/es-en.data	wiktionary-gender
exitus	m	el		doozan/es-en.data	wiktionary-gender
exjefe	mf	el/la		doozan/es-en.data	wiktionary-gender
exjerarca	mf	el/la		doozan/es-en.data	wiktionary-gender
exjuez	m	el	exjueza	doozan/es-en.data	meta-f=explicit
exjugador	m	el		doozan/es-en.data	meta-f=+
exjurado	m	el		doozan/es-en.data	wiktionary-gender
exkirchnerista	mf	el/la		doozan/es-en.data	wiktionary-gender
exlegislador	m	el		doozan/es-en.data	meta-f=+
exlehendakari	m	el		doozan/es-en.data	wiktionary-gender
exlendakari	mf	el/la		doozan/es-en.data	wiktionary-gender
exletrado	m	el		doozan/es-en.data	wiktionary-gender
exleón	m	el		doozan/es-en.data	wiktionary-gender
exlocalidad	f	la		doozan/es-en.data	wiktionary-gender
exlocutor	m	el		doozan/es-en.data	wiktionary-gender
exluchador	m	el		doozan/es-en.data	meta-f=+
exlíder	m	el		doozan/es-en.data	wiktionary-gender
exmadridista	mf	el/la		doozan/es-en.data	wiktionary-gender
exmaestra	f	la		doozan/es-en.data	wiktionary-gender
exmaestro	m	el	exmaestra	doozan/es-en.data	meta-f=+
exmafioso	m	el	exmafiosa	doozan/es-en.data	meta-f=+
exmagistrado	m	el	exmagistrada	doozan/es-en.data	meta-f=+
exmagnate	mf	el/la		doozan/es-en.data	wiktionary-gender
exmagnífica	f	la		doozan/es-en.data	wiktionary-gender
exmandatario	m	el	exmandataria	doozan/es-en.data	meta-f=+
exmando	m	el		doozan/es-en.data	wiktionary-gender
exmarido	m	el		doozan/es-en.data	wiktionary-gender
exmarine	mf	el/la		doozan/es-en.data	wiktionary-gender
exmarinero	m	el		doozan/es-en.data	wiktionary-gender
exmatrimonio	m	el		doozan/es-en.data	wiktionary-gender
exmayor	m	el		doozan/es-en.data	wiktionary-gender
exmedallista	mf	el/la		doozan/es-en.data	wiktionary-gender
exmediador	m	el		doozan/es-en.data	wiktionary-gender
exmercenario	m	el		doozan/es-en.data	wiktionary-gender
exmiembro	m	el		doozan/es-en.data	wiktionary-gender
exmilitante	m	el		doozan/es-en.data	wiktionary-gender
exmilitar	mf	el/la		doozan/es-en.data	wiktionary-gender
exministro	m	el	exministra	doozan/es-en.data	meta-f=+
exmisionero	m	el	exmisionera	doozan/es-en.data	meta-f=+
exmiss	f	la		doozan/es-en.data	wiktionary-gender
exmodelo	mf	el/la		doozan/es-en.data	wiktionary-gender
exmonarca	mf	el/la		doozan/es-en.data	wiktionary-gender
exmonje	m	el		doozan/es-en.data	wiktionary-gender
exmujer	f	la		doozan/es-en.data	wiktionary-gender
exmundialista	mf	el/la		doozan/es-en.data	wiktionary-gender
exmunicipalista	mf	el/la		doozan/es-en.data	wiktionary-gender
exmánager	m	el		doozan/es-en.data	wiktionary-gender
exmédico	m	el		doozan/es-en.data	wiktionary-gender
exmúsico	m	el		doozan/es-en.data	wiktionary-gender
exnadador	m	el		doozan/es-en.data	meta-f=+
exnarcotraficante	mf	el/la		doozan/es-en.data	wiktionary-gender
exnazi	mf	el/la		doozan/es-en.data	wiktionary-gender
exnegociador	m	el		doozan/es-en.data	meta-f=+
exniñera	f	la		doozan/es-en.data	wiktionary-gender
exniño	m	el	exniña	doozan/es-en.data	meta-f=+
exnovia	f	la	exnovio	doozan/es-en.data	meta-m=+
exnovio	m	el	exnovia	doozan/es-en.data	meta-f=+
exnúmero	m	el		doozan/es-en.data	wiktionary-gender
exobispo	m	el		doozan/es-en.data	wiktionary-gender
exocarpio	m	el		doozan/es-en.data	wiktionary-gender
exocarpo	m	el		doozan/es-en.data	wiktionary-gender
exocitosis	f	la		doozan/es-en.data	wiktionary-gender
exocometa	m	el		doozan/es-en.data	wiktionary-gender
exocrina	f	la		doozan/es-en.data	wiktionary-gender
exocutícula	f	la		doozan/es-en.data	wiktionary-gender
exodoncia	f	la		doozan/es-en.data	wiktionary-gender
exoenzima	f	la		doozan/es-en.data	wiktionary-gender
exoesqueleto	m	el		doozan/es-en.data	wiktionary-gender
exoficial	mf	el/la		doozan/es-en.data	wiktionary-gender
exoftalmia	f	la		doozan/es-en.data	wiktionary-gender
exogamia	f	la		doozan/es-en.data	wiktionary-gender
exogrupo	m	el		doozan/es-en.data	wiktionary-gender
exoluna	f	la		doozan/es-en.data	wiktionary-gender
exolímpico	m	el	exolímpica	doozan/es-en.data	meta-f=+
exoma	m	el		doozan/es-en.data	wiktionary-gender
exoneración	f	la		doozan/es-en.data	wiktionary-gender
exonucleasa	f	la		doozan/es-en.data	wiktionary-gender
exonártex	m	el		doozan/es-en.data	wiktionary-gender
exoperador	m	el		doozan/es-en.data	meta-f=+
exoperidio	m	el		doozan/es-en.data	wiktionary-gender
exoplaneta	m	el		doozan/es-en.data	wiktionary-gender
exoplanetología	f	la		doozan/es-en.data	wiktionary-gender
exopodito	m	el		doozan/es-en.data	wiktionary-gender
exorcismo	m	el		doozan/es-en.data	wiktionary-gender
exorcista	mf	el/la		doozan/es-en.data	wiktionary-gender
exordio	m	el		doozan/es-en.data	wiktionary-gender
exorfina	f	la		doozan/es-en.data	wiktionary-gender
exorganización	f	la		doozan/es-en.data	wiktionary-gender
exorno	m	el		doozan/es-en.data	wiktionary-gender
exosfera	f	la		doozan/es-en.data	wiktionary-gender
exosoma	m	el		doozan/es-en.data	wiktionary-gender
exotismo	m	el		doozan/es-en.data	wiktionary-gender
exotoxina	f	la		doozan/es-en.data	wiktionary-gender
exotraje	m	el		doozan/es-en.data	wiktionary-gender
expalacio	m	el		doozan/es-en.data	wiktionary-gender
expandillero	m	el		doozan/es-en.data	wiktionary-gender
expanelista	mf	el/la		doozan/es-en.data	wiktionary-gender
expansionismo	m	el		doozan/es-en.data	wiktionary-gender
expansionista	mf	el/la		doozan/es-en.data	wiktionary-gender
expansión	f	la		doozan/es-en.data	wiktionary-gender
expansor	m	el		doozan/es-en.data	wiktionary-gender
exparamilitar	m	el		doozan/es-en.data	wiktionary-gender
exparamiltar	mf	el/la		doozan/es-en.data	wiktionary-gender
expareja	mf	el/la		doozan/es-en.data	wiktionary-gender
expariente	mf	el/la		doozan/es-en.data	wiktionary-gender
exparlamentaria	f	la		doozan/es-en.data	wiktionary-gender
exparlamentario	m	el	exparlamentaria	doozan/es-en.data	meta-f=+
exparticipante	m	el		doozan/es-en.data	wiktionary-gender
expartido	m	el		doozan/es-en.data	wiktionary-gender
expastor	m	el		doozan/es-en.data	wiktionary-gender
expatriación	f	la		doozan/es-en.data	wiktionary-gender
expatriado	m	el	expatriada	doozan/es-en.data	meta-f=+
expectación	f	la		doozan/es-en.data	wiktionary-gender
expectativa	f	la		doozan/es-en.data	wiktionary-gender
expectoración	f	la		doozan/es-en.data	wiktionary-gender
expectorante	m	el		doozan/es-en.data	wiktionary-gender
expedición	f	la		doozan/es-en.data	wiktionary-gender
expedidor	m	el		doozan/es-en.data	wiktionary-gender
expediente	m	el		doozan/es-en.data	wiktionary-gender
expeleador	m	el		doozan/es-en.data	wiktionary-gender
expelotero	m	el	expelotera	doozan/es-en.data	meta-f=+
expendedor	m	el		doozan/es-en.data	meta-f=+
expendedora	f	la		doozan/es-en.data	wiktionary-gender
expendeduría	f	la		doozan/es-en.data	wiktionary-gender
expendio	m	el		doozan/es-en.data	wiktionary-gender
expensas	f	la		doozan/es-en.data	wiktionary-gender
experiencia	f	la		doozan/es-en.data	wiktionary-gender
experimentación	f	la		doozan/es-en.data	wiktionary-gender
experimentador	m	el		doozan/es-en.data	meta-f=+
experimentalismo	m	el		doozan/es-en.data	wiktionary-gender
experimentalista	mf	el/la		doozan/es-en.data	wiktionary-gender
experimento	m	el		doozan/es-en.data	wiktionary-gender
experiodista	mf	el/la		doozan/es-en.data	wiktionary-gender
expersonal	m	el		doozan/es-en.data	wiktionary-gender
experticia	f	la		doozan/es-en.data	wiktionary-gender
expertise	f	la		doozan/es-en.data	wiktionary-gender
expertización	f	la		doozan/es-en.data	wiktionary-gender
expertizaje	m	el		doozan/es-en.data	wiktionary-gender
experto	m	el	experta	doozan/es-en.data	meta-f=+
expiación	f	la		doozan/es-en.data	wiktionary-gender
expiloto	m	el		doozan/es-en.data	wiktionary-gender
expiración	f	la		doozan/es-en.data	wiktionary-gender
explanación	f	la		doozan/es-en.data	wiktionary-gender
explanada	f	la		doozan/es-en.data	wiktionary-gender
explaneta	m	el		doozan/es-en.data	wiktionary-gender
explantación	f	la		doozan/es-en.data	wiktionary-gender
explanto	m	el		doozan/es-en.data	wiktionary-gender
explicación	f	la		doozan/es-en.data	wiktionary-gender
explicitación	f	la		doozan/es-en.data	wiktionary-gender
explicitud	f	la		doozan/es-en.data	wiktionary-gender
exploración	f	la		doozan/es-en.data	wiktionary-gender
explorador	m	el		doozan/es-en.data	meta-f=+
explosividad	f	la		doozan/es-en.data	wiktionary-gender
explosivista	mf	el/la		doozan/es-en.data	wiktionary-gender
explosivo	m	el		doozan/es-en.data	wiktionary-gender
explosión	f	la		doozan/es-en.data	wiktionary-gender
explotación	f	la		doozan/es-en.data	wiktionary-gender
explotador	m	el		doozan/es-en.data	meta-f=+
expo	f	la		doozan/es-en.data	wiktionary-gender
expoferia	f	la		doozan/es-en.data	wiktionary-gender
expoliación	f	la		doozan/es-en.data	wiktionary-gender
expoliador	m	el		doozan/es-en.data	meta-f=+
expolicía	mf	el/la		doozan/es-en.data	wiktionary-gender
expolio	m	el		doozan/es-en.data	wiktionary-gender
expolítico	m	el	expolítica	doozan/es-en.data	meta-f=+
exponenciación	f	la		doozan/es-en.data	wiktionary-gender
exponente	m	el		doozan/es-en.data	wiktionary-gender
exportación	f	la		doozan/es-en.data	wiktionary-gender
exportador	m	el		doozan/es-en.data	meta-f=+
exportavoz	m	el		doozan/es-en.data	wiktionary-gender
exportero	m	el		doozan/es-en.data	wiktionary-gender
exposición	f	la		doozan/es-en.data	wiktionary-gender
expositor	m	el		doozan/es-en.data	meta-f=+
exposímetro	m	el		doozan/es-en.data	wiktionary-gender
expotencia	f	la		doozan/es-en.data	wiktionary-gender
expoventa	f	la		doozan/es-en.data	wiktionary-gender
exprecandidata	f	la		doozan/es-en.data	wiktionary-gender
exprecandidato	m	el		doozan/es-en.data	wiktionary-gender
expredicador	m	el		doozan/es-en.data	wiktionary-gender
exprefecto	m	el		doozan/es-en.data	wiktionary-gender
expresentador	m	el		doozan/es-en.data	meta-f=+
expresi	mf	el/la		doozan/es-en.data	wiktionary-gender
expresidenciable	mf	el/la		doozan/es-en.data	wiktionary-gender
expresident	m	el		doozan/es-en.data	wiktionary-gender
expresidente	mf	el/la		doozan/es-en.data	wiktionary-gender
expresidiario	m	el		doozan/es-en.data	wiktionary-gender
expresionismo	m	el		doozan/es-en.data	wiktionary-gender
expresionista	mf	el/la		doozan/es-en.data	wiktionary-gender
expresividad	f	la		doozan/es-en.data	wiktionary-gender
expresión	f	la		doozan/es-en.data	wiktionary-gender
expreso	m	el		doozan/es-en.data	wiktionary-gender
expretendiente	mf	el/la		doozan/es-en.data	wiktionary-gender
exprimeras	f	la		doozan/es-en.data	wiktionary-gender
exprimeres	m	el		doozan/es-en.data	wiktionary-gender
exprimido	m	el		doozan/es-en.data	wiktionary-gender
exprimidor	m	el		doozan/es-en.data	wiktionary-gender
exprimidora	f	la		doozan/es-en.data	wiktionary-gender
exprincesa	f	la		doozan/es-en.data	wiktionary-gender
exprisionero	m	el	exprisionera	doozan/es-en.data	meta-f=+
exprivilegiado	mf	el/la		doozan/es-en.data	wiktionary-gender
exprocurador	m	el		doozan/es-en.data	meta-f=+
exproductor	m	el		doozan/es-en.data	wiktionary-gender
exprofesional	mf	el/la		doozan/es-en.data	wiktionary-gender
exprofesor	m	el		doozan/es-en.data	meta-f=+
exprometido	m	el		doozan/es-en.data	wiktionary-gender
expropiación	f	la		doozan/es-en.data	wiktionary-gender
expropiador	m	el		doozan/es-en.data	wiktionary-gender
expropiadora	f	la		doozan/es-en.data	wiktionary-gender
expropietario	m	el		doozan/es-en.data	wiktionary-gender
exprostituta	f	la		doozan/es-en.data	wiktionary-gender
exprotagonista	mf	el/la		doozan/es-en.data	wiktionary-gender
exprotectorado	m	el		doozan/es-en.data	wiktionary-gender
exprovincia	f	la		doozan/es-en.data	wiktionary-gender
exprés	m	el		doozan/es-en.data	wiktionary-gender
expríncipe	m	el		doozan/es-en.data	wiktionary-gender
expueblo	m	el		doozan/es-en.data	wiktionary-gender
expugnación	f	la		doozan/es-en.data	wiktionary-gender
expulsión	f	la		doozan/es-en.data	wiktionary-gender
expulsor	m	el		doozan/es-en.data	meta-f=+
expupilo	m	el		doozan/es-en.data	wiktionary-gender
expurgación	f	la		doozan/es-en.data	wiktionary-gender
expárroco	m	el		doozan/es-en.data	wiktionary-gender
expósito	m	el	expósita	doozan/es-en.data	meta-f=+
expúgil	m	el		doozan/es-en.data	wiktionary-gender
exquisitez	f	la		doozan/es-en.data	wiktionary-gender
exrapero	m	el		doozan/es-en.data	wiktionary-gender
exrebelde	m	el		doozan/es-en.data	wiktionary-gender
exrecaudador	m	el		doozan/es-en.data	wiktionary-gender
exreceptor	m	el		doozan/es-en.data	wiktionary-gender
exrecluso	m	el		doozan/es-en.data	wiktionary-gender
exrector	m	el		doozan/es-en.data	meta-f=+
exregidor	m	el		doozan/es-en.data	wiktionary-gender
exregistrador	m	el		doozan/es-en.data	wiktionary-gender
exrehén	mf	el/la		doozan/es-en.data	wiktionary-gender
exreina	f	la		doozan/es-en.data	wiktionary-gender
exreo	m	el		doozan/es-en.data	wiktionary-gender
exreportero	m	el		doozan/es-en.data	wiktionary-gender
exrepresentante	mf	el/la		doozan/es-en.data	wiktionary-gender
exrepública	f	la		doozan/es-en.data	wiktionary-gender
exresponsable	mf	el/la		doozan/es-en.data	wiktionary-gender
exrey	m	el		doozan/es-en.data	wiktionary-gender
exrival	m	el		doozan/es-en.data	wiktionary-gender
exrojiblanco	m	el		doozan/es-en.data	wiktionary-gender
exroldosista	mf	el/la		doozan/es-en.data	wiktionary-gender
exsacerdote	m	el		doozan/es-en.data	wiktionary-gender
exsargento	m	el		doozan/es-en.data	wiktionary-gender
exsecretario	m	el	exsecretaria	doozan/es-en.data	meta-f=+
exsegundo	m	el		doozan/es-en.data	wiktionary-gender
exseleccionador	m	el		doozan/es-en.data	wiktionary-gender
exseleccionadora	f	la		doozan/es-en.data	wiktionary-gender
exselección	m	el		doozan/es-en.data	wiktionary-gender
exsenador	m	el		doozan/es-en.data	meta-f=+
exservidor	m	el		doozan/es-en.data	meta-f=+
exsheriff	mf	el/la		doozan/es-en.data	wiktionary-gender
exsindicalista	m	el		doozan/es-en.data	wiktionary-gender
exsocio	m	el	exsocia	doozan/es-en.data	meta-f=+
exsoldado	m	el		doozan/es-en.data	wiktionary-gender
exsolense	mf	el/la		doozan/es-en.data	wiktionary-gender
exsoviético	m	el	exsoviética	doozan/es-en.data	meta-f=+
exsubcontralor	m	el		doozan/es-en.data	wiktionary-gender
exsubdirector	m	el		doozan/es-en.data	wiktionary-gender
exsubgerente	mf	el/la		doozan/es-en.data	wiktionary-gender
exsubjefe	m	el		doozan/es-en.data	wiktionary-gender
exsubsecretario	m	el	exsubsecretaria	doozan/es-en.data	meta-f=+
exsuperintendente	mf	el/la		doozan/es-en.data	wiktionary-gender
extemporaneidad	f	la		doozan/es-en.data	wiktionary-gender
extendimiento	m	el		doozan/es-en.data	wiktionary-gender
exteniente	mf	el/la		doozan/es-en.data	wiktionary-gender
extenista	mf	el/la		doozan/es-en.data	wiktionary-gender
extensibilidad	f	la		doozan/es-en.data	wiktionary-gender
extensionalidad	f	la		doozan/es-en.data	wiktionary-gender
extensión	f	la		doozan/es-en.data	wiktionary-gender
extensor	m	el		doozan/es-en.data	wiktionary-gender
extenuación	f	la		doozan/es-en.data	wiktionary-gender
exterior	m	el		doozan/es-en.data	wiktionary-gender
exterioridad	f	la		doozan/es-en.data	wiktionary-gender
exteriorización	f	la		doozan/es-en.data	wiktionary-gender
exterminación	f	la		doozan/es-en.data	wiktionary-gender
exterminador	m	el		doozan/es-en.data	meta-f=+
exterminal	f	la		doozan/es-en.data	wiktionary-gender
exterminio	m	el		doozan/es-en.data	wiktionary-gender
externalidad	f	la		doozan/es-en.data	wiktionary-gender
externalismo	m	el		doozan/es-en.data	wiktionary-gender
externalización	f	la		doozan/es-en.data	wiktionary-gender
extesorero	m	el	extesorera	doozan/es-en.data	meta-f=+
extinción	f	la		doozan/es-en.data	wiktionary-gender
extinguidor	m	el		doozan/es-en.data	wiktionary-gender
extinguidora	f	la		doozan/es-en.data	wiktionary-gender
extintor	m	el		doozan/es-en.data	wiktionary-gender
extirpación	f	la		doozan/es-en.data	wiktionary-gender
extitular	mf	el/la		doozan/es-en.data	wiktionary-gender
extoletero	m	el		doozan/es-en.data	wiktionary-gender
extorero	m	el		doozan/es-en.data	wiktionary-gender
extorsionador	m	el		doozan/es-en.data	meta-f=+
extorsionista	mf	el/la		doozan/es-en.data	wiktionary-gender
extorsión	f	la		doozan/es-en.data	wiktionary-gender
extra	mf	el/la		doozan/es-en.data	wiktionary-gender
extrabajador	m	el		doozan/es-en.data	meta-f=+
extrabase	m	el		doozan/es-en.data	wiktionary-gender
extracción	f	la		doozan/es-en.data	wiktionary-gender
extracomunitario	m	el	extracomunitaria	doozan/es-en.data	meta-f=+
extractivismo	m	el		doozan/es-en.data	wiktionary-gender
extractivista	mf	el/la		doozan/es-en.data	wiktionary-gender
extracto	m	el		doozan/es-en.data	wiktionary-gender
extractor	m	el		doozan/es-en.data	wiktionary-gender
extractora	f	la		doozan/es-en.data	wiktionary-gender
extradición	f	la		doozan/es-en.data	wiktionary-gender
extradós	m	el		doozan/es-en.data	wiktionary-gender
extralimitación	f	la		doozan/es-en.data	wiktionary-gender
extranet	m	el		doozan/es-en.data	wiktionary-gender
extranjerismo	m	el		doozan/es-en.data	wiktionary-gender
extranjerización	f	la		doozan/es-en.data	wiktionary-gender
extranjero	m	el	extranjera	doozan/es-en.data	meta-f=+
extranjería	f	la		doozan/es-en.data	wiktionary-gender
extranjis	m	el		doozan/es-en.data	wiktionary-gender
extrapartidario	m	el		doozan/es-en.data	wiktionary-gender
extrapolación	f	la		doozan/es-en.data	wiktionary-gender
extrarradio	m	el		doozan/es-en.data	wiktionary-gender
extrasístole	f	la		doozan/es-en.data	wiktionary-gender
extraterrestre	mf	el/la		doozan/es-en.data	wiktionary-gender
extraterritorialidad	f	la		doozan/es-en.data	wiktionary-gender
extravagancia	f	la		doozan/es-en.data	wiktionary-gender
extravasación	f	la		doozan/es-en.data	wiktionary-gender
extraversión	f	la		doozan/es-en.data	wiktionary-gender
extravío	m	el		doozan/es-en.data	wiktionary-gender
extraña	f	la		doozan/es-en.data	wiktionary-gender
extrañamiento	m	el		doozan/es-en.data	wiktionary-gender
extrañez	f	la		doozan/es-en.data	wiktionary-gender
extrañeza	f	la		doozan/es-en.data	wiktionary-gender
extraño	m	el	extraña	doozan/es-en.data	meta-f=+
extremaunción	f	la		doozan/es-en.data	wiktionary-gender
extremeño	m	el	extremeña	doozan/es-en.data	meta-f=+
extremidad	f	la		doozan/es-en.data	wiktionary-gender
extremismo	m	el		doozan/es-en.data	wiktionary-gender
extremista	mf	el/la		doozan/es-en.data	wiktionary-gender
extremo	m	el	extrema	doozan/es-en.data	meta-f=+
extremófilo	m	el	extremófila	doozan/es-en.data	meta-f=+
extricación	f	la		doozan/es-en.data	wiktionary-gender
extroversión	f	la		doozan/es-en.data	wiktionary-gender
extrovertido	m	el	extrovertida	doozan/es-en.data	meta-f=+
extrusión	f	la		doozan/es-en.data	wiktionary-gender
extrusoma	f	la		doozan/es-en.data	wiktionary-gender
extrusor	m	el		doozan/es-en.data	wiktionary-gender
extrusora	f	la		doozan/es-en.data	wiktionary-gender
extubación	f	la		doozan/es-en.data	wiktionary-gender
extupamaro	m	el		doozan/es-en.data	wiktionary-gender
extécnico	m	el	extécnica	doozan/es-en.data	meta-f=+
exuberancia	f	la		doozan/es-en.data	wiktionary-gender
exudación	f	la		doozan/es-en.data	wiktionary-gender
exultación	f	la		doozan/es-en.data	wiktionary-gender
exuniformado	m	el		doozan/es-en.data	wiktionary-gender
exvalencianista	mf	el/la		doozan/es-en.data	wiktionary-gender
exveterano	m	el		doozan/es-en.data	wiktionary-gender
exvicecanciller	m	el		doozan/es-en.data	wiktionary-gender
exviceconsejero	m	el	exviceconsejera	doozan/es-en.data	meta-f=+
exvicegobernador	m	el		doozan/es-en.data	wiktionary-gender
exviceministra	f	la		doozan/es-en.data	wiktionary-gender
exviceministro	m	el		doozan/es-en.data	wiktionary-gender
exvicepresidente	m	el		doozan/es-en.data	wiktionary-gender
exvicerrector	m	el		doozan/es-en.data	wiktionary-gender
exvillarrealense	mf	el/la		doozan/es-en.data	wiktionary-gender
exvirrey	m	el		doozan/es-en.data	wiktionary-gender
exvocal	m	el		doozan/es-en.data	wiktionary-gender
exvocalista	mf	el/la		doozan/es-en.data	wiktionary-gender
exvocero	m	el		doozan/es-en.data	wiktionary-gender
exvolante	mf	el/la		doozan/es-en.data	wiktionary-gender
exvotante	mf	el/la		doozan/es-en.data	wiktionary-gender
exvoto	m	el		doozan/es-en.data	wiktionary-gender
exwaterpolista	mf	el/la		doozan/es-en.data	wiktionary-gender
exyerno	m	el		doozan/es-en.data	wiktionary-gender
exámetro	m	el		doozan/es-en.data	wiktionary-gender
exárbitro	m	el		doozan/es-en.data	wiktionary-gender
exégesis	f	la		doozan/es-en.data	wiktionary-gender
exégeta	mf	el/la		doozan/es-en.data	wiktionary-gender
